date,gold_24k_gram1,gold_22k_gram1,platinum_gram1,platinum_gram8
28-07-09,1505,1395,,
29-07-09,1479,1370,,
30-07-09,1477,1369,,
31-07-09,1476,1368,,
01-08-09,1491,1382,,
03-08-09,1490,1381,,
04-08-09,1487,1378,,
05-08-09,1499,1389,,
06-08-09,1499,1389,,
07-08-09,1499,1389,,
08-08-09,1495,1385,,
10-08-09,1490,1381,,
11-08-09,1484,1375,,
12-08-09,1489,1380,,
13-08-09,1497,1387,,
14-08-09,1507,1396,,
17-08-09,1495,1385,,
18-08-09,1496,1386,,
19-08-09,1496,1386,,
20-08-09,1501,1391,,
21-08-09,1498,1388,,
22-08-09,1509,1399,,
24-08-09,1510,1399,,
25-08-09,1508,1397,,
26-08-09,1513,1402,,
27-08-09,1510,1399,,
28-08-09,1516,1405,,
29-08-09,1520,1408,,
31-08-09,1522,1410,,
01-09-09,1521,1409,,
02-09-09,1528,1416,,
03-09-09,1566,1451,,
05-09-09,1577,1462,,
07-09-09,1580,1464,,
08-09-09,1593,1476,,
09-09-09,1579,1463,,
10-09-09,1570,1455,,
11-09-09,1583,1467,,
12-09-09,1587,1471,,
14-09-09,1583,1467,,
15-09-09,1591,1474,,
16-09-09,1597,1480,,
17-09-09,1605,1488,,
18-09-09,1592,1475,,
19-09-09,1587,1471,,
21-09-09,1576,1460,,
22-09-09,1589,1472,,
23-09-09,1593,1476,,
24-09-09,1588,1471,,
25-09-09,1564,1449,,
26-09-09,1559,1445,,
28-09-09,1559,1445,,
29-09-09,1559,1445,,
30-09-09,1569,1454,,
01-10-09,1572,1457,,
03-10-09,1565,1451,,
05-10-09,1562,1447,,
06-10-09,1569,1454,,
07-10-09,1594,1482,,
08-10-09,1593,1481,,
09-10-09,1589,1478,,
10-10-09,1589,1478,,
12-10-09,1592,1481,,
13-10-09,1607,1495,,
14-10-09,1606,1494,,
15-10-09,1589,1478,,
16-10-09,1584,1473,,
19-10-09,1592,1481,,
20-10-09,1601,1489,,
21-10-09,1596,1485,,
22-10-09,1606,1494,,
23-10-09,1607,1495,,
24-10-09,1605,1493,,
26-10-09,1606,1494,,
27-10-09,1597,1485,,
28-10-09,1599,1487,,
29-10-09,1600,1488,,
30-10-09,1603,1491,,
31-10-09,1602,1490,,
02-11-09,1626,1513,,
03-11-09,1641,1527,,
04-11-09,1682,1565,,
05-11-09,1682,1564,,
06-11-09,1681,1563,,
07-11-09,1685,1567,,
09-11-09,1693,1574,,
10-11-09,1687,1569,,
11-11-09,1704,1585,,
12-11-09,1712,1592,,
13-11-09,1696,1578,,
14-11-09,1707,1588,,
16-11-09,1718,1598,,
17-11-09,1725,1605,,
18-11-09,1745,1623,,
19-11-09,1744,1622,,
20-11-09,1739,1618,,
21-11-09,1750,1628,,
23-11-09,1771,1647,,
24-11-09,1773,1649,,
25-11-09,1780,1655,,
26-11-09,1796,1671,,
27-11-09,1773,1649,,
28-11-09,1791,1666,,
30-11-09,1778,1654,,
01-12-09,1805,1679,,
02-12-09,1825,1697,,
03-12-09,1835,1707,,
04-12-09,1816,1689,,
05-12-09,1761,1638,,
07-12-09,1738,1617,,
08-12-09,1767,1644,,
09-12-09,1732,1611,,
10-12-09,1719,1599,,
11-12-09,1731,1610,,
12-12-09,1700,1581,,
14-12-09,1713,1593,,
15-12-09,1707,1588,,
16-12-09,1719,1599,,
17-12-09,1725,1604,,
18-12-09,1695,1576,,
19-12-09,1703,1584,,
21-12-09,1701,1582,,
22-12-09,1677,1560,,
23-12-09,1663,1547,,
24-12-09,1684,1567,,
25-12-09,1685,1568,,
26-12-09,1685,1567,,
28-12-09,1697,1578,,
29-12-09,1686,1568,,
30-12-09,1665,1550,,
31-12-09,1681,1563,,
01-01-10,1673,1556,,
02-01-10,1676,1559,,
04-01-10,1682,1565,,
05-01-10,1699,1581,,
06-01-10,1691,1573,,
07-01-10,1687,1569,,
08-01-10,1681,1564,,
09-01-10,1697,1579,,
11-01-10,1712,1593,,
12-01-10,1713,1593,,
13-01-10,1688,1570,,
15-01-10,1694,1575,,
16-01-10,1693,1574,,
18-01-10,1693,1574,,
19-01-10,1697,1579,,
20-01-10,1696,1578,,
21-01-10,1667,1551,,
22-01-10,1653,1538,,
23-01-10,1653,1537,,
25-01-10,1660,1544,,
27-01-10,1659,1543,,
28-01-10,1650,1535,,
29-01-10,1638,1524,,
30-01-10,1634,1520,,
01-02-10,1638,1523,,
02-02-10,1674,1557,,
03-02-10,1685,1567,,
04-02-10,1667,1551,,
05-02-10,1613,1501,,
06-02-10,1634,1520,,
08-02-10,1641,1527,,
09-02-10,1636,1521,,
10-02-10,1642,1528,,
11-02-10,1641,1527,,
12-02-10,1635,1537,,
13-02-10,1657,1541,,
15-02-10,1664,1548,,
16-02-10,1687,1569,,
17-02-10,1691,1573,,
18-02-10,1670,1554,,
19-02-10,1685,1567,,
20-02-10,1697,1578,,
22-02-10,1697,1578,,
23-02-10,1688,1559,,
24-02-10,1662,1546,,
25-02-10,1656,1541,,
26-02-10,1689,1571,,
27-02-10,1687,1569,,
01-03-10,1693,1574,,
02-03-10,1688,1570,,
03-03-10,1711,1591,,
04-03-10,1707,1588,,
05-03-10,1701,1582,,
06-03-10,1698,1580,,
08-03-10,1695,1576,,
09-03-10,1678,1561,,
10-03-10,1679,1561,,
11-03-10,1659,1543,,
12-03-10,1668,1552,,
13-03-10,1651,1536,,
15-03-10,1656,1540,,
17-03-10,1682,1565,,
18-03-10,1674,1557,,
19-03-10,1676,1559,,
20-03-10,1657,1541,,
22-03-10,1657,1541,,
23-03-10,1652,1537,,
24-03-10,1644,1529,,
25-03-10,1634,1520,,
26-03-10,1634,1520,,
27-03-10,1646,1531,,
29-03-10,1644,1529,,
30-03-10,1643,1528,,
31-03-10,1642,1528,,
01-04-10,1646,1531,,
02-04-10,1654,1538,,
03-04-10,1656,1540,,
05-04-10,1650,1535,,
06-04-10,1644,1529,,
07-04-10,1659,1543,,
08-04-10,1674,1557,,
09-04-10,1676,1559,,
10-04-10,1684,1566,,
12-04-10,1693,1574,,
13-04-10,1681,1564,,
14-04-10,1688,1570,,
15-04-10,1682,1564,,
16-04-10,1685,1568,,
17-04-10,1662,1546,,
19-04-10,1656,1540,,
20-04-10,1669,1553,,
21-04-10,1668,1551,,
22-04-10,1674,1557,,
23-04-10,1665,1549,,
24-04-10,1682,1565,,
26-04-10,1684,1567,,
27-04-10,1683,1566,,
28-04-10,1704,1585,,
29-04-10,1704,1585,,
30-04-10,1709,1590,,
03-05-10,1720,1600,,
04-05-10,1727,1606,,
05-05-10,1724,1603,,
06-05-10,1742,1621,,
07-05-10,1788,1663,,
08-05-10,1797,1671,,
10-05-10,1753,1631,,
11-05-10,1783,1659,,
12-05-10,1816,1689,,
13-05-10,1817,1690,,
14-05-10,1823,1696,,
15-05-10,1823,1696,,
17-05-10,1836,1708,,
18-05-10,1809,1683,,
19-05-10,1828,1700,,
20-05-10,1817,1690,,
21-05-10,1816,1689,,
22-05-10,1814,1687,,
24-05-10,1817,1690,,
25-05-10,1854,1724,,
26-05-10,1869,1738,,
27-05-10,1865,1735,,
28-05-10,1845,1716,,
29-05-10,1852,1723,,
31-05-10,1850,1721,,
01-06-10,1879,1747,,
02-06-10,1875,1744,,
03-06-10,1861,1731,,
04-06-10,1840,1712,,
05-06-10,1880,1749,,
07-06-10,1877,1746,,
08-06-10,1908,1774,,
09-06-10,1895,1763,,
10-06-10,1875,1744,,
11-06-10,1871,1740,,
12-06-10,1878,1747,,
14-06-10,1875,1744,,
15-06-10,1867,1737,,
16-06-10,1877,1746,,
17-06-10,1868,1738,,
18-06-10,1880,1748,,
19-06-10,1893,1761,,
21-06-10,1884,1752,,
22-06-10,1868,1737,,
23-06-10,1878,1747,,
24-06-10,1875,1744,,
25-06-10,1889,1757,,
26-06-10,1890,1758,,
28-06-10,1895,1763,,
29-06-10,1883,1751,,
30-06-10,1894,1761,,
01-07-10,1892,1760,,
02-07-10,1852,1722,,
03-07-10,1859,1729,,
05-07-10,1858,1728,,
06-07-10,1857,1727,,
07-07-10,1836,1708,,
08-07-10,1850,1721,,
09-07-10,1836,1708,,
10-07-10,1848,1719,,
12-07-10,1848,1719,,
13-07-10,1848,1720,,
14-07-10,1852,1723,,
15-07-10,1853,1724,,
16-07-10,1847,1718,,
17-07-10,1836,1708,,
19-07-10,1838,1709,,
20-07-10,1829,1701,,
21-07-10,1840,1711,,
22-07-10,1836,1707,,
23-07-10,1843,1714,,
24-07-10,1832,1704,,
26-07-10,1833,1705,,
27-07-10,1817,1690,,
28-07-10,1784,1659,,
29-07-10,1787,1662,,
30-07-10,1784,1659,,
31-07-10,1796,1671,,
02-08-10,1790,1665,,
03-08-10,1791,1666,,
04-08-10,1811,1685,,
05-08-10,1811,1684,,
06-08-10,1807,1681,,
07-08-10,1821,1694,,
09-08-10,1824,1697,,
10-08-10,1822,1694,,
11-08-10,1830,1702,,
12-08-10,1841,1713,,
13-08-10,1857,1727,,
14-08-10,1861,1731,,
16-08-10,1876,1745,,
17-08-10,1873,1742,,
18-08-10,1870,1740,,
19-08-10,1875,1744,,
20-08-10,1879,1747,,
21-08-10,1879,1747,,
23-08-10,1878,1747,,
24-08-10,1874,1743,,
25-08-10,1897,1765,,
26-08-10,1902,1769,,
27-08-10,1897,1765,,
28-08-10,1898,1766,,
30-08-10,1898,1766,,
31-08-10,1902,1769,,
01-09-10,1919,1785,,
02-09-10,1913,1779,,
03-09-10,1913,1780,,
04-09-10,1905,1772,,
06-09-10,1904,1771,,
07-09-10,1913,1779,,
08-09-10,1925,1791,,
09-09-10,1912,1779,,
10-09-10,1903,1770,,
13-09-10,1891,1759,,
14-09-10,1905,1772,,
15-09-10,1929,1794,,
16-09-10,1921,1787,,
17-09-10,1924,1789,,
18-09-10,1921,1787,,
20-09-10,1916,1782,,
21-09-10,1913,1780,,
22-09-10,1927,1792,,
23-09-10,1930,1795,,
24-09-10,1927,1793,,
25-09-10,1921,1787,,
27-09-10,1918,1784,,
28-09-10,1909,1775,,
29-09-10,1927,1792,,
30-09-10,1926,1792,,
01-10-10,1918,1784,,
04-10-10,1920,1786,,
05-10-10,1934,1799,,
06-10-10,1954,1818,,
07-10-10,1967,1829,,
08-10-10,1936,1801,,
09-10-10,1949,1813,,
11-10-10,1959,1822,,
12-10-10,1959,1825,,
13-10-10,1977,1839,,
14-10-10,1996,1834,,
15-10-10,1986,1847,,
16-10-10,1986,1853,,
18-10-10,1972,1834,,
19-10-10,1970,1832,,
20-10-10,1950,1814,,
21-10-10,1950,1815,,
22-10-10,1932,1797,,
23-10-10,1932,1805,,
24-10-10,1932,1805,,
25-10-10,1932,1813,,
26-10-10,1947,1811,,
27-10-10,1947,1814,,
28-10-10,1936,1800,,
29-10-10,1936,1819,,
30-10-10,1970,1833,,
01-11-10,1949,1840,,
02-11-10,1972,1834,,
03-11-10,1972,1833,,
04-11-10,1970,1832,,
05-11-10,1966,1827,,
06-11-10,2000,1860,,
07-11-10,1966,1827,,
08-11-10,2008,1867,,
09-11-10,2073,1895,,
10-11-10,2037,1886,,
11-11-10,2038,1895,,
12-11-10,2029,1887,,
13-11-10,2038,1886,,
14-11-10,2028,1870,,
15-11-10,2028,1875,,
16-11-10,2016,1875,,
17-11-10,2016,1859,,
18-11-10,2012,1872,,
19-11-10,2014,1873,,
20-11-10,2014,1873,,
22-11-10,2014,1873,,
23-11-10,2033,1891,,
24-11-10,2033,1907,,
25-11-10,2044,1901,,
26-11-10,2047,1904,,
27-11-10,2044,1901,,
29-11-10,2044,1901,,
30-11-10,2044,1908,,
01-12-10,2070,1926,,
02-12-10,2063,1919,,
03-12-10,2063,1910,,
04-12-10,2076,1931,,
06-12-10,2054,1931,,
07-12-10,2080,1934,,
08-12-10,2054,1911,,
09-12-10,2055,1912,,
10-12-10,2055,1936,,
11-12-10,2046,1903,,
13-12-10,2049,1906,,
14-12-10,2066,1921,,
15-12-10,2066,1920,,
16-12-10,2053,1909,,
17-12-10,2053,1904,,
18-12-10,2049,1906,,
19-12-10,2053,1904,,
20-12-10,2053,1906,,
21-12-10,2054,1911,,
22-12-10,2054,1906,,
23-12-10,2045,1902,,
24-12-10,2045,1902,,
25-12-10,2046,1903,,
26-12-10,2045,1923,,
27-12-10,2045,1903,,
28-12-10,2055,1911,,
29-12-10,2055,1913,,
30-12-10,2074,1929,,
31-12-10,2066,1921,,
01-01-11,2074,1923,,
02-01-11,2066,1928,,
03-01-11,2066,1928,,
04-01-11,2074,1936,,
05-01-11,2047,1930,,
06-01-11,2048,1899,,
07-01-11,2048,1899,,
08-01-11,2029,1889,,
09-01-11,2066,1928,,
10-01-11,2066,1928,,
11-01-11,2042,1898,,
12-01-11,2042,1902,,
13-01-11,2042,1898,,
14-01-11,2043,1898,,
15-01-11,2044,1899,,
16-01-11,2044,1899,,
17-01-11,2044,1890,,
18-01-11,2030,1890,,
19-01-11,2032,1894,,
20-01-11,2035,1897,,
21-01-11,2036,1872,,
22-01-11,2036,1872,,
24-01-11,2036,1872,,
25-01-11,2019,1879,,
26-01-11,2020,1853,,
27-01-11,2015,1869,,
28-01-11,2006,1869,,
29-01-11,1977,1869,,
30-01-11,1977,1869,,
31-01-11,1977,1869,,
01-02-11,2008,1870,,
02-02-11,2008,1870,,
03-02-11,2000,1864,,
04-02-11,2004,1855,,
05-02-11,2013,1875,,
07-02-11,2011,1871,,
08-02-11,2011,1871,,
09-02-11,2013,1870,,
10-02-11,2026,1881,,
11-02-11,2022,1871,,
12-02-11,2011,1898,,
13-02-11,2036,1886,,
14-02-11,2036,1886,,
15-02-11,2024,1885,,
16-02-11,2029,1887,,
17-02-11,2046,1906,,
18-02-11,2046,1907,,
19-02-11,2046,1907,,
21-02-11,2052,1916,,
22-02-11,2065,1927,,
23-02-11,2060,1927,,
24-02-11,2069,1925,,
25-02-11,2091,1907,,
26-02-11,2091,1925,,
27-02-11,2091,1925,,
28-02-11,2084,1944,,
01-03-11,2084,1940,,
02-03-11,2086,1960,,
03-03-11,2104,1965,,
04-03-11,2104,1965,,
05-03-11,2088,1942,,
06-03-11,2088,1942,,
07-03-11,2088,1942,,
08-03-11,2088,1960,,
09-03-11,2103,1960,,
10-03-11,2100,1953,,
11-03-11,2100,1960,,
12-03-11,2100,1960,,
13-03-11,2100,1960,,
14-03-11,2097,1952,,
15-03-11,2101,1954,,
16-03-11,2087,1946,,
17-03-11,2069,1925,,
18-03-11,2069,1925,,
19-03-11,2069,1925,,
20-03-11,2069,1925,,
21-03-11,2069,1943,,
22-03-11,2100,1953,,
23-03-11,2100,1951,,
24-03-11,2100,1951,,
25-03-11,2105,1949,,
26-03-11,2104,1949,,
27-03-11,2094,1949,,
28-03-11,2094,1949,,
29-03-11,2083,1940,,
30-03-11,2073,1930,,
31-03-11,2079,1930,,
01-04-11,2090,1942,,
02-04-11,2090,1942,,
03-04-11,2090,1942,,
04-04-11,2090,1942,,
05-04-11,2087,1943,,
06-04-11,2088,1942,,
07-04-11,2105,1957,,
08-04-11,2104,1957,,
09-04-11,2123,1975,,
10-04-11,2117,1975,,
11-04-11,2117,1980,,
12-04-11,2117,1975,,
13-04-11,2123,1969,,
14-04-11,2122,1969,,
15-04-11,2122,1995,,
16-04-11,2141,2003,,
17-04-11,2141,2003,,
18-04-11,2154,2003,,
19-04-11,2153,2002,,
20-04-11,2176,2022,,
21-04-11,2178,2025,,
22-04-11,2183,2037,,
23-04-11,2183,2037,,
24-04-11,2183,2037,,
25-04-11,2193,2040,,
26-04-11,2187,2034,,
27-04-11,2194,2040,,
28-04-11,2218,2063,,
29-04-11,2228,2072,,
30-04-11,2266,2108,,
01-05-11,2194,2108,,
02-05-11,2257,2089,,
03-05-11,2257,2089,,
04-05-11,2251,2094,,
05-05-11,2240,2082,,
06-05-11,2239,2064,,
07-05-11,2187,1985,,
08-05-11,2187,1985,,
09-05-11,2206,2024,,
10-05-11,2206,2050,,
11-05-11,2223,2054,,
12-05-11,2229,2055,,
13-05-11,2229,2055,,
14-05-11,2223,2044,,
15-05-11,2223,2044,,
16-05-11,2223,2044,,
17-05-11,2211,2047,,
18-05-11,2203,2049,,
19-05-11,2203,2044,,
20-05-11,2201,2044,,
21-05-11,2211,2071,,
22-05-11,2211,2071,,
23-05-11,2211,2071,,
24-05-11,2240,2091,,
25-05-11,2251,2100,,
26-05-11,2271,2123,,
27-05-11,2260,2113,,
28-05-11,2274,2126,,
30-05-11,2268,2121,,
31-05-11,2272,2125,,
01-06-11,2272,2123,,
02-06-11,2248,2121,,
03-06-11,2255,2121,,
04-06-11,2268,2114,,
05-06-11,2268,2114,,
06-06-11,2268,2114,,
07-06-11,2263,2114,,
08-06-11,2266,2114,,
09-06-11,2248,2109,,
10-06-11,2251,2109,,
11-06-11,2262,2101,,
12-06-11,2262,2101,,
13-06-11,2262,2101,,
14-06-11,2251,2105,,
15-06-11,2243,2105,,
16-06-11,2227,2088,,
17-06-11,2244,2088,,
18-06-11,2245,2100,,
19-06-11,2245,2100,,
20-06-11,2245,2100,,
21-06-11,2269,2120,,
22-06-11,2271,2124,,
23-06-11,2273,2124,,
24-06-11,2271,2123,,
25-06-11,2243,2075,,
26-06-11,2243,2075,,
27-06-11,2243,2075,,
28-06-11,2217,2077,,
29-06-11,2216,2076,,
30-06-11,2220,2073,,
01-07-11,2220,2073,,
02-07-11,2181,2030,,
03-07-11,2181,2030,,
04-07-11,2181,2030,,
05-07-11,2175,2030,,
06-07-11,2182,2038,,
07-07-11,2207,2084,,
08-07-11,2225,2084,,
09-07-11,2228,2096,,
10-07-11,2228,2096,,
11-07-11,2228,2096,,
12-07-11,2251,2100,,
13-07-11,2265,2135,,
14-07-11,2295,2157,,
15-07-11,2321,2157,,
16-07-11,2321,2157,,
17-07-11,2321,2172,,
18-07-11,2321,2172,,
19-07-11,2334,2178,,
20-07-11,2338,2190,,
21-07-11,2312,2166,,
22-07-11,2331,2182,,
23-07-11,2331,2172,,
24-07-11,2308,2172,,
25-07-11,2308,2172,,
26-07-11,2355,2195,,
27-07-11,2335,2183,,
28-07-11,2338,2183,,
29-07-11,2334,2183,,
30-07-11,2334,2184,,
31-07-11,2334,2184,,
01-08-11,2334,2184,,
02-08-11,2334,2182,,
03-08-11,2356,2250,,
04-08-11,2356,2250,,
05-08-11,2421,2263,,
06-08-11,2424,2276,,
07-08-11,2445,2276,,
08-08-11,2445,2276,,
09-08-11,2515,2396,,
10-08-11,2525,2438,,
11-08-11,2615,2438,,
12-08-11,2603,2479,,
13-08-11,2644,2422,,
14-08-11,2644,2422,,
15-08-11,2644,2422,,
16-08-11,2644,2422,,
17-08-11,2638,2439,,
18-08-11,2664,2477,,
19-08-11,2664,2498,,
20-08-11,2678,2585,,
21-08-11,2798,2622,,
22-08-11,2798,2636,,
23-08-11,2830,2636,,
24-08-11,2812,2661,,
25-08-11,2812,2581,,
26-08-11,2598,2464,,
27-08-11,2720,2542,,
28-08-11,2740,2542,,
29-08-11,2700,2560,,
30-08-11,2700,2560,,
31-08-11,2729,2519,,
01-09-11,2729,2519,,
02-09-11,2699,2583,,
03-09-11,2781,2566,,
04-09-11,2781,2566,,
05-09-11,2781,2566,,
06-09-11,2855,2688,,
07-09-11,2846,2688,,
08-09-11,2798,2596,,
09-09-11,2774,2586,,
10-09-11,2853,2641,,
11-09-11,2853,2641,,
12-09-11,2853,2641,,
13-09-11,2838,2661,,
14-09-11,2805,2632,,
15-09-11,2838,2673,,
16-09-11,2829,2562,,
17-09-11,2755,2586,,
18-09-11,2765,2606,,
19-09-11,2765,2606,,
20-09-11,2839,2617,,
21-09-11,2813,2625,,
22-09-11,2844,2652,,
24-09-11,2797,2506,,
25-09-11,2797,2506,,
26-09-11,2737,2447,,
27-09-11,2648,2447,,
28-09-11,2685,2475,,
29-09-11,2652,2470,,
30-09-11,2609,2429,,
01-10-11,2619,2455,,
02-10-11,2619,2455,,
03-10-11,2619,2455,,
04-10-11,2678,2471,,
05-10-11,2617,2447,,
06-10-11,2645,2424,,
07-10-11,2655,2494,,
08-10-11,2656,2495,,
09-10-11,2636,2463,,
10-10-11,2636,2463,,
11-10-11,2663,2512,,
12-10-11,2678,2512,,
13-10-11,2696,2521,,
14-10-11,2691,2513,,
15-10-11,2687,2502,,
16-10-11,2687,2502,,
17-10-11,2687,2502,,
18-10-11,2697,2517,,
19-10-11,2670,2512,,
20-10-11,2652,2480,,
21-10-11,2624,2458,,
22-10-11,2653,2458,,
23-10-11,2684,2510,,
24-10-11,2685,2511,,
25-10-11,2695,2521,,
26-10-11,2690,2521,,
27-10-11,2685,2519,,
28-10-11,2754,2597,,
29-10-11,2775,2588,,
30-10-11,2767,2588,,
31-10-11,2760,2580,,
01-11-11,2729,2569,,
02-11-11,2748,2574,,
03-11-11,2784,2597,,
04-11-11,2803,2611,,
05-11-11,2824,2637,,
06-11-11,2815,2632,,
07-11-11,2817,2630,,
08-11-11,2875,2697,,
09-11-11,2885,2720,,
10-11-11,2908,2719,,
11-11-11,2896,2706,,
12-11-11,2926,2738,,
13-11-11,2893,2738,,
14-11-11,2890,2736,,
15-11-11,2922,2742,,
16-11-11,2919,2730,,
17-11-11,2939,2748,,
18-11-11,2876,2689,,
19-11-11,2894,2708,,
20-11-11,2894,2706,,
21-11-11,2905,2706,,
22-11-11,2910,2717,,
23-11-11,2901,2719,,
24-11-11,2889,2701,,
25-11-11,2886,2698,,
26-11-11,2866,2683,,
27-11-11,2870,2683,,
28-11-11,2910,2720,,
29-11-11,2910,2720,,
30-11-11,2908,2719,,
01-12-11,2955,2763,,
02-12-11,2924,2734,,
03-12-11,2920,2731,,
05-12-11,2927,2727,,
06-12-11,2883,2696,,
07-12-11,2904,2716,,
08-12-11,2939,2748,,
09-12-11,2916,2726,,
10-12-11,2909,2720,,
12-12-11,2886,2699,,
13-12-11,2882,2695,,
14-12-11,2873,2686,,
15-12-11,2791,2610,,
16-12-11,2754,2575,,
17-12-11,2763,2583,,
19-12-11,2762,2583,,
20-12-11,2779,2598,,
21-12-11,2806,2624,,
22-12-11,2777,2596,,
23-12-11,2778,2598,,
24-12-11,2784,2604,,
26-12-11,2774,2594,,
27-12-11,2766,2587,,
28-12-11,2764,2585,,
29-12-11,2711,2535,,
30-12-11,2724,2547,,
31-12-11,2736,2559,,
02-01-12,2738,2560,,
03-01-12,2762,2582,,
04-01-12,2778,2598,,
05-01-12,2788,2607,,
06-01-12,2805,2623,,
07-01-12,2786,2605,,
09-01-12,2784,2604,,
10-01-12,2765,2586,,
11-01-12,2776,2596,,
12-01-12,2787,2606,,
13-01-12,2759,2580,,
16-01-12,2769,2589,,
17-01-12,2791,2610,,
18-01-12,2765,2586,,
19-01-12,2764,2585,,
20-01-12,2746,2568,,
21-01-12,2765,2585,,
23-01-12,2771,2591,,
24-01-12,2762,2582,,
25-01-12,2749,2571,,
26-01-12,2749,2571,,
27-01-12,2810,2627,,
28-01-12,2826,2642,,
30-01-12,2812,2630,,
31-01-12,2838,2654,,
01-02-12,2841,2657,,
02-02-12,2832,2648,,
03-02-12,2846,2661,,
04-02-12,2776,2596,,
06-02-12,2788,2607,,
07-02-12,2779,2598,,
08-02-12,2828,2645,,
09-02-12,2822,2639,,
10-02-12,2832,2648,,
11-02-12,2812,2629,,
13-02-12,2811,2629,,
14-02-12,2791,2610,,
15-02-12,2807,2625,,
16-02-12,2804,2622,,
17-02-12,2811,2628,,
18-02-12,2815,2632,,
01-03-12,2796,2612,,
02-03-12,2796,2612,,
03-03-12,2799,2616,,
04-03-12,2800,2614,,
05-03-12,2800,2614,,
06-03-12,2795,2614,,
07-03-12,2786,2605,,
08-03-12,2795,2614,,
09-03-12,2812,2630,,
10-03-12,2801,2619,,
12-03-12,2811,2628,,
13-03-12,2811,2628,,
14-03-12,2792,2580,,
15-03-12,2759,2568,,
16-03-12,2795,2613,,
17-03-12,2795,2613,,
19-03-12,2795,2613,,
20-03-12,2797,2614,,
21-03-12,2810,2629,,
22-03-12,2820,2637,,
23-03-12,2859,2673,,
24-03-12,2860,2674,,
26-03-12,2867,2681,,
27-03-12,2861,2676,,
28-03-12,2866,2681,,
29-03-12,2854,2667,,
30-03-12,2840,2652,,
31-03-12,2840,2652,,
01-04-12,2846,2661,,
02-04-12,2846,2661,,
03-04-12,2854,2668,,
04-04-12,2814,2632,,
05-04-12,2814,2632,,
06-04-12,2814,2632,,
07-04-12,2814,2632,,
09-04-12,2832,2648,,
10-04-12,2838,2654,,
11-04-12,2862,2676,,
12-04-12,2865,2679,,
13-04-12,2865,2679,,
14-04-12,2866,2680,,
16-04-12,2859,2673,,
17-04-12,2862,2676,,
18-04-12,2858,2672,,
19-04-12,2863,2677,,
20-04-12,2877,2690,,
21-04-12,2876,2689,,
23-04-12,2883,2696,,
24-04-12,2904,2715,,
25-04-12,2902,2713,,
26-04-12,2919,2730,,
27-04-12,2927,2737,,
28-04-12,2931,2740,,
30-04-12,2941,2750,,
01-05-12,2960,2750,,
02-05-12,2960,2750,,
03-05-12,2961,2759,,
04-05-12,2961,2759,,
05-05-12,2953,2762,,
06-05-12,2953,2762,,
07-05-12,2944,2753,,
08-05-12,2906,2717,,
09-05-12,2874,2687,,
10-05-12,2864,2678,,
11-05-12,2861,2675,,
12-05-12,2850,2665,,
13-05-12,2856,2671,,
14-05-12,2855,2669,,
15-05-12,2829,2645,,
16-05-12,2850,2645,,
17-05-12,2895,2710,,
18-05-12,2898,2715,,
19-05-12,2902,2725,,
21-05-12,2922,2741,,
22-05-12,2928,2748,,
24-05-12,2938,2748,,
25-05-12,2912,2726,,
26-05-12,2926,2740,,
28-05-12,2925,2738,,
29-05-12,2940,2753,,
30-05-12,2940,2753,,
31-05-12,2960,2768,,
01-06-12,2934,2744,,
02-06-12,3038,2841,,
03-06-12,3038,2841,,
04-06-12,3020,2824,,
05-06-12,3021,2825,,
06-06-12,3034,2837,,
07-06-12,3009,2813,,
08-06-12,2941,2750,,
09-06-12,2971,2778,,
11-06-12,2982,2788,,
12-06-12,2989,2795,,
13-06-12,3024,2827,,
14-06-12,3044,2847,,
15-06-12,3040,2842,,
16-06-12,3033,2836,,
18-06-12,3021,2825,,
19-06-12,3074,2874,,
20-06-12,3044,2846,,
21-06-12,3028,2831,,
22-06-12,3022,2826,,
23-06-12,3020,2824,,
25-06-12,2997,2802,,
26-06-12,3045,2847,,
27-06-12,3013,2817,,
28-06-12,3023,2827,,
29-06-12,2965,2773,,
30-06-12,2987,2793,,
02-07-12,2981,2787,,
03-07-12,2966,2774,,
04-07-12,2959,2767,,
05-07-12,2995,2800,,
06-07-12,2974,2781,,
07-07-12,2969,2776,,
09-07-12,2974,2781,,
10-07-12,2968,2775,,
11-07-12,2938,2747,,
12-07-12,2938,2747,,
13-07-12,2936,2745,,
14-07-12,2940,2749,,
15-07-12,2940,2749,,
16-07-12,2939,2748,,
17-07-12,2951,2760,,
18-07-12,2943,2752,,
19-07-12,2942,2751,,
20-07-12,2942,2751,,
21-07-12,2942,2751,,
22-07-12,2942,2751,,
23-07-12,2957,2765,,
24-07-12,2966,2774,,
25-07-12,3005,2810,,
26-07-12,3025,2828,,
27-07-12,3025,2829,,
28-07-12,3021,2825,,
30-07-12,3020,2824,,
31-07-12,3037,2840,,
01-08-12,3016,2820,,
02-08-12,3000,2805,,
03-08-12,2997,2803,,
04-08-12,3065,2811,,
06-08-12,2987,2793,,
07-08-12,3007,2812,,
08-08-12,2982,2789,,
09-08-12,2998,2804,,
10-08-12,2997,2803,,
11-08-12,3000,2805,,
13-08-12,3026,2829,,
14-08-12,3026,2830,,
15-08-12,3026,2830,,
16-08-12,3016,2820,,
17-08-12,3027,2831,,
18-08-12,3029,2832,,
19-08-12,3029,2832,,
20-08-12,3018,2822,,
21-08-12,3033,2836,,
22-08-12,3041,2844,,
